nl |Weinige jaren geleden werd er in geheel Europa bijna niemand gevonden , die den naam kende van Abraham Lincoln . En nu—Abraham Lincoln is de
nl |het hart leeft van ieder , die eerbied heeft voor het goede en edele en
nl |ontrukt wordt . Wij hebben deze levensgeschiedenis met hooge ingenomenheid in onze taal overgebragt ; wij hopen , dat onze arbeid niet zonder vrucht zij : dat hij
nl |zijnen arbeid stijgen kan ; en dat hij iederen burger opwekte tot liefde voor het land , waar zijne vaderen ook eenmaal voor de vrijheid hebben
nl |Mogt deze levensgeschiedenis eene geringe hulde zijn aan de persoon en aan de daden van Abraham Lincoln !
nl |De voorouders van Lincoln.—Zijne geboorte.—Zijne ouders.—Verandering van woonplaats.—Dood zijner moeder.—Zijn leeslust.—Hij wordt praamschipper.—Vertrek naar Illinois.—Hij staat bekend als „ de brave
nl |Abraham Lincoln werd op den { den } Februarij in geringe omstandigheden geboren , en wel in dat gedeelte van het graafschap
nl |vereenigd is . Even als dit met Jackson , Clay , Webster en anderen , wier
nl |het geval was , werd ook hij in zijne jeugd in den smeltkroes van armoede
nl |goud te voorschijn komen . Thomas Lincoln , zijn vader , en Abraham , zijn
nl |Virginië , werwaarts hunne voorouders , die vroeger in het graafschap Berks , in den staat Pensylvanië , woonden , verhuisd waren . Het is
nl |behoorden oorspronkelijk tot de Kwakers , maar schijnen zich naderhand aan alle gemeenschap met die secte onttrokken te hebben . De grootvader
nl |mededeelen , Abraham genaamd , had vier broeders : Isaac , Jacob , John en
nl |grensscheiding van Virginië , Noord-Carolina en Tennessee , waar zijne afstammelingen thans nog wonen . De nakomelingen van Jacob en John houden
nl |Kentucky en stierf later in dien staat , waarop zijne afstammelingen nog verder westwaarts , naar Missouri , trokken .
nl |Kentucky en zette zich neêr in eene streek lands te midden der eenzame bosschen . Gewapend met het wachtwoord van den pionnier : » Hoop en noeste
nl |blijvende woonplaats in te rigten te midden der wildernis , die alleen door wilde dieren bewoond en door Indianen bezocht werd . De uitvoering
nl |nog grootelijks vermeerderd werden door de eenzaamheid der plaats , die hij tot zijne woning gekozen had . Hij was nog niet lang op zijne nieuwe
nl |pionniers in die dagen getroffen heeft . Een bloeddorstige wilde vermoordde hem , terwijl hij op eenigen afstand van zijne hut aan het
nl |diepbedroefd gezin gevonden . Dat was een zwaar verlies voor zijne weduwe , die nu met hare drie zonen
nl |noodzaakte het gezin om uit elkander te gaan , en alle kinderen , behalve Thomas , namen afscheid van hunne zwaarbeproefde moeder , om ergens
nl |Indiana en de overige naar andere gedeelten van Kentucky . Thomas , de jongste zoon , was ten gevolge van de behoeftige omstandigheden , waarin
nl |zonder opvoeding op . Hij had het in het schrijven zoo ver gebragt , dat
nl |jaar , kwam hij eindelijk in Kentucky terug en trouwde met Nancy Hanks , de moeder van het onderwerp dezer levensbeschrijving . Thomas Lincoln en
nl |hadden beiden het voorregt eener goede opvoeding moeten missen . Nogtans wist Thomas de waarde van eene betere opvoeding , dan die hij zelf
nl |welke uit de erkentenis van de meerdere verstandelijke begaafdheden van anderen voortspruit . Hij was bovendien een arbeidzaam , opgeruimd ,
nl |en eene kinderlijke vroomheid , en was bovendien eene uitstekende hulp voor een boschbewoner van Thomas Lincoln 's stempel , en eene moeder , wier
nl |uitgeoefend hebben . Te regt zegt de dichter : „ Al kiest gij zelf uw levenslot ,
nl |Maar hoe die God zich daartoe van het hart en de hand eener moeder bedient , is in het leven van iederen mensch duidelijk . Van de wijze ,
nl |levenslot vaak afhankelijk . Drie kinderen waren de vrucht van dit huwelijk—eene dochter , een
nl |ouder was dan hij , bereikte den volwassen leeftijd en trouwde , maar is sedert lang zonder kinderen gestorven , zoodat het onderwerp dezer
nl |Tegelijk met zijne zuster werd Abraham eerst naar school gezonden , toen hij den leeftijd van zeven jaren bereikt had . Maar deze weg tot
nl |worden , toen hij er nog maar weinige schreden op gedaan had , daar zijn
nl |schijnt tot deze verandering van woonplaats bewogen te zijn door een onverbiddelijken afkeer van de slavernij , welke gruwel hem reeds vroeg
nl |tot het Zuiden behoorde . Eene vroege bekendheid met de onheilen , waarmede de klasse van menschen , waartoe hij behoorde , door den
nl |eene onafhankelijkheid van geest , die zich verzette tegen de diepe vernederingen , welke hij als een » arme blanke ” zou moeten ondergaan ,
nl |werd , dreven hem telkens meer noordwaarts , totdat hij eindelijk in den herfst van een kooper voor zijne pachthoeve vond en uit den staat
nl |onbebouwde , maar vrije Indiana verhuisde . Hij werd daarbij vergezeld door zijne vrouw , zijne dochter en zijn zoon , welke laatste nu zeven en
nl |nu wilde vestigen , was in het graafschap Spencer , in den staat Indiana .
nl |Indiana , ten einde aldaar eene plaats voor eene nieuwe woning uit te kiezen om er dan later zijn gezin heen te brengen . Daar hij eenige
nl |de weinige meubelen , die hij bezat , naar den noordelijken oever van de rivier den Ohio over te brengen . De kleine Bram was hem daarbij zoo veel
nl |nog een laatst vaarwel toe aan zijn Abraham , die op den oever naar hem
nl |aan wal bij Thompson 's Veerhuis , welke plaats het digtst bij de plek lag , waar hij zich met der woon dacht te vestigen . Het district , waarin
nl |bewoond , en het was uiterst moeijelijk om er te komen . Het werd eindelijk zoo erg , dat hij genoodzaakt was om zich door het digtste
nl |Het kostte dan ook verscheidene dagen om een afstand van vijf uren gaans af te leggen . Thomas Lincoln plagt in lateren tijd wel eens te zeggen ,
nl |moeijelijkste taak van zijn moeijelijk leven geweest was . Nadat de pionnier eene plaats voor zijne nieuwe woning uitgekozen
nl |zijne goederen aan een zijner nieuwe buren in Indiana opdroeg . De toebereidselen om zijn gezin daarheen over te brengen waren spoedig
